data,perc_story,ospedalizzati_story,terapie_story,deceduti_story,primadose_story,secondadose_story,terzadose_story,quartadose_story
20/01/2022,21.99,3990.0,271.0,131.0,8002365.0,7919339.0,5133762.0,0.0
21/01/2022,16.15,3779.0,276.0,121.0,8008447.0,7926643.0,5220168.0,0.0
22/01/2022,14.56,3735.0,274.0,82.0,8014408.0,7932281.0,5305837.0,0.0
23/01/2022,13.34,3663.0,267.0,67.0,8024407.0,7936134.0,5395183.0,0.0
24/01/2022,12.48,3681.0,265.0,87.0,8031852.0,7941853.0,5448161.0,0.0
25/01/2022,11.21,3675.0,264.0,70.0,8036803.0,7949892.0,5529827.0,0.0
26/01/2022,13.37,3664.0,259.0,74.0,8041677.0,7958087.0,5613257.0,0.0
27/01/2022,13.96,3518.0,254.0,123.0,8045729.0,7965463.0,5692570.0,0.0
28/01/2022,12.13,3416.0,252.0,77.0,8050240.0,7971528.0,5769660.0,0.0
29/01/2022,11.1,3326.0,254.0,88.0,8054641.0,7979342.0,5847492.0,0.0
30/01/2022,9.88,3258.0,254.0,62.0,8064635.0,7989891.0,5929868.0,0.0
31/01/2022,8.98,3267.0,251.0,76.0,8072000.0,7998985.0,5973333.0,0.0
01/02/2022,8.39,3279.0,235.0,57.0,8075753.0,8007680.0,6039326.0,0.0
02/02/2022,10.19,3199.0,229.0,50.0,8078752.0,8016297.0,6091684.0,0.0
03/02/2022,10.28,3117.0,218.0,125.0,8080792.0,8026104.0,6146598.0,0.0
04/02/2022,8.48,3030.0,216.0,77.0,8082947.0,8033651.0,6193352.0,0.0
05/02/2022,8.63,2870.0,214.0,76.0,8085867.0,8043284.0,6240441.0,0.0
06/02/2022,7.86,2795.0,213.0,74.0,8090381.0,8057176.0,6288143.0,0.0
07/02/2022,6.96,2765.0,207.0,70.0,8093438.0,8068924.0,6308629.0,0.0
08/02/2022,7.63,2716.0,197.0,50.0,8095057.0,8078211.0,6344440.0,0.0
09/02/2022,8.91,2585.0,192.0,29.0,8096512.0,8087509.0,6377173.0,0.0
10/02/2022,8.15,2454.0,182.0,75.0,8097145.0,8094822.0,6405765.0,0.0
11/02/2022,7.98,2335.0,174.0,60.0,8098576.0,8101920.0,6434380.0,0.0
12/02/2022,7.75,2221.0,173.0,45.0,8100201.0,8109591.0,6465041.0,0.0
13/02/2022,8.22,2104.0,170.0,27.0,8101343.0,8118359.0,6487866.0,0.0
14/02/2022,7.01,2075.0,162.0,77.0,8102521.0,8126358.0,6499102.0,0.0
15/02/2022,7.2,2038.0,166.0,33.0,8103828.0,8135741.0,6527972.0,0.0
16/02/2022,7.51,1918.0,162.0,18.0,8104804.0,8141593.0,6550568.0,0.0
17/02/2022,7.74,1807.0,158.0,51.0,8104744.0,8147554.0,6569539.0,0.0
18/02/2022,7.59,1678.0,155.0,59.0,8105241.0,8152858.0,6588928.0,0.0
19/02/2022,7.55,1547.0,156.0,49.0,8105831.0,8158681.0,6610192.0,0.0
20/02/2022,8.5,1481.0,152.0,29.0,8106922.0,8168553.0,6632592.0,0.0
21/02/2022,7.58,1483.0,143.0,37.0,8107273.0,8175302.0,6641464.0,0.0
22/02/2022,7.36,1409.0,137.0,53.0,8107794.0,8180639.0,6661052.0,0.0
23/02/2022,7.6,1331.0,130.0,18.0,8108257.0,8184539.0,6678255.0,0.0
24/02/2022,6.85,1306.0,110.0,45.0,8108525.0,8187596.0,6692482.0,0.0
25/02/2022,7.25,1290.0,103.0,50.0,8108830.0,8190243.0,6706968.0,0.0
26/02/2022,7.21,1201.0,98.0,19.0,8109177.0,8194004.0,6724210.0,0.0
27/02/2022,7.36,1156.0,97.0,43.0,8109931.0,8200022.0,6743786.0,0.0
28/02/2022,6.88,1149.0,97.0,23.0,8110215.0,8203827.0,6751586.0,0.0
01/03/2022,6.71,1104.0,97.0,28.0,8110941.0,8207058.0,6767718.0,0.0
02/03/2022,7.1,1078.0,98.0,23.0,8111744.0,8209160.0,6777868.0,0.0
03/03/2022,6.53,1041.0,90.0,35.0,8112223.0,8210906.0,6786732.0,0.0
04/03/2022,7.74,983.0,89.0,37.0,8112732.0,8212311.0,6796088.0,0.0
05/03/2022,7.52,930.0,81.0,32.0,8113167.0,8214482.0,6807699.0,0.0
06/03/2022,8.42,903.0,82.0,34.0,8113769.0,8218397.0,6821359.0,0.0
07/03/2022,8.11,903.0,82.0,30.0,8113899.0,8219586.0,6826104.0,0.0
08/03/2022,7.83,902.0,81.0,9.0,8114220.0,8221091.0,6836827.0,0.0
09/03/2022,8.75,873.0,79.0,14.0,8114559.0,8222269.0,6846127.0,0.0
10/03/2022,8.43,848.0,72.0,25.0,8114860.0,8223311.0,6854535.0,0.0
11/03/2022,9.75,856.0,73.0,19.0,8115211.0,8224372.0,6863202.0,0.0
12/03/2022,9.41,848.0,72.0,32.0,8115649.0,8225858.0,6874244.0,0.0
13/03/2022,10.4,835.0,73.0,18.0,8116249.0,8227572.0,6887596.0,0.0
14/03/2022,10.77,859.0,73.0,13.0,8116500.0,8228316.0,6891917.0,0.0
15/03/2022,10.44,902.0,73.0,14.0,8116930.0,8229526.0,6901116.0,0.0
16/03/2022,11.22,880.0,71.0,11.0,8117258.0,8230389.0,6909189.0,0.0
17/03/2022,11.07,902.0,58.0,23.0,8117581.0,8231094.0,6916263.0,0.0
18/03/2022,12.55,916.0,58.0,26.0,8117944.0,8231797.0,6924106.0,0.0
19/03/2022,11.99,938.0,58.0,17.0,8118350.0,8232948.0,6933320.0,0.0
20/03/2022,12.67,931.0,57.0,17.0,8118911.0,8234041.0,6944698.0,0.0
21/03/2022,11.18,956.0,52.0,15.0,8119062.0,8234356.0,6947047.0,0.0
22/03/2022,11.88,979.0,45.0,17.0,8119370.0,8235290.0,6955207.0,0.0
23/03/2022,12.16,987.0,47.0,15.0,8119403.0,8235724.0,6961562.0,0.0
24/03/2022,11.9,1006.0,41.0,34.0,8119420.0,8236222.0,6967636.0,0.0
25/03/2022,12.51,999.0,43.0,21.0,8120267.0,8237468.0,6974273.0,0.0
26/03/2022,12.44,960.0,45.0,13.0,8120528.0,8238300.0,6982078.0,0.0
27/03/2022,12.88,972.0,44.0,14.0,8120971.0,8239369.0,6991503.0,0.0
28/03/2022,11.57,1014.0,47.0,8.0,8121108.0,8239780.0,6993600.0,0.0
29/03/2022,12.61,1056.0,46.0,21.0,8121367.0,8240483.0,7000100.0,0.0
30/03/2022,12.76,1079.0,43.0,23.0,8121607.0,8240979.0,7006296.0,0.0
31/03/2022,12.17,1081.0,41.0,20.0,8121891.0,8241459.0,7012017.0,0.0
01/04/2022,12.66,1112.0,42.0,7.0,8122089.0,8241909.0,7017264.0,0.0
02/04/2022,13.19,1118.0,40.0,12.0,8122266.0,8242367.0,7022967.0,0.0
03/04/2022,12.15,1125.0,44.0,35.0,8122562.0,8243058.0,7029323.0,0.0
04/04/2022,10.36,1152.0,45.0,14.0,8122632.0,8243244.0,7030606.0,0.0
05/04/2022,12.5,1198.0,39.0,18.0,8122821.0,8243885.0,7035252.0,0.0
06/04/2022,13.37,1179.0,35.0,12.0,8123074.0,8244397.0,7041563.0,0.0
07/04/2022,12.86,1128.0,40.0,29.0,8123107.0,8244625.0,7043908.0,0.0
08/04/2022,13.67,1143.0,42.0,35.0,8123246.0,8245001.0,7048279.0,0.0
09/04/2022,13.1,1147.0,39.0,17.0,8123391.0,8245575.0,7053603.0,0.0
10/04/2022,12.77,1122.0,43.0,21.0,8123642.0,8246212.0,7060417.0,0.0
11/04/2022,11.48,1146.0,42.0,13.0,8123790.0,8246577.0,7063630.0,0.0
12/04/2022,12.88,1148.0,43.0,26.0,8123821.0,8246943.0,7066228.0,0.0
13/04/2022,12.92,1189.0,40.0,15.0,8123928.0,8247192.0,7070366.0,0.0
14/04/2022,12.3,1163.0,38.0,25.0,8124030.0,8247551.0,7074610.0,0.0
15/04/2022,13.96,1155.0,37.0,23.0,8124207.0,8247901.0,7079140.0,0.0
16/04/2022,12.7,1161.0,35.0,34.0,8124325.0,8248298.0,7083352.0,0.0
17/04/2022,12.74,1141.0,36.0,29.0,8124422.0,8248581.0,7086513.0,0.0
18/04/2022,12.53,1152.0,36.0,28.0,8124403.0,8248567.0,7086554.0,0.0
19/04/2022,10.65,1182.0,35.0,4.0,8124394.0,8248581.0,7086791.0,0.0
20/04/2022,14.2,1207.0,38.0,24.0,8124571.0,8249198.0,7090813.0,0.0
21/04/2022,13.94,1235.0,39.0,30.0,8124683.0,8249569.0,7094773.0,0.0
22/04/2022,14.01,1240.0,37.0,36.0,8124771.0,8249885.0,7098111.0,0.0
23/04/2022,14.1,1215.0,37.0,43.0,8124913.0,8250225.0,7101977.0,0.0
24/04/2022,13.02,1197.0,39.0,23.0,8125086.0,8250695.0,7105990.0,0.0
25/04/2022,12.26,1213.0,42.0,18.0,8125095.0,8250838.0,7106610.0,0.0
26/04/2022,11.62,1252.0,37.0,22.0,8125082.0,8250872.0,7107037.0,0.0
27/04/2022,13.85,1286.0,35.0,26.0,8125231.0,8251322.0,7110090.0,0.0
28/04/2022,13.14,1296.0,35.0,9.0,8125315.0,8251501.0,7112941.0,0.0
29/04/2022,12.82,1267.0,34.0,26.0,8125382.0,8251726.0,7115451.0,0.0
30/04/2022,12.52,1260.0,33.0,20.0,8125493.0,8251947.0,7118157.0,0.0
01/05/2022,12.83,1219.0,36.0,45.0,8125633.0,8252312.0,7121265.0,0.0
02/05/2022,12.51,1212.0,35.0,31.0,8125620.0,8252309.0,7121438.0,0.0
03/05/2022,16.13,1210.0,34.0,22.0,8125696.0,8252550.0,7123346.0,0.0
04/05/2022,12.87,1226.0,36.0,10.0,8125749.0,8252725.0,7125233.0,0.0
05/05/2022,13.85,1216.0,37.0,22.0,8125788.0,8252791.0,7126055.0,0.0
06/05/2022,14.05,1185.0,36.0,29.0,8125913.0,8253116.0,7128698.0,0.0
07/05/2022,12.66,1165.0,34.0,15.0,8125959.0,8253318.0,7130806.0,0.0
08/05/2022,9.69,1134.0,35.0,22.0,8126061.0,8253546.0,7133174.0,0.0
09/05/2022,14.71,1132.0,38.0,21.0,8126066.0,8253603.0,7133510.0,0.0
10/05/2022,15.25,1122.0,36.0,34.0,8126130.0,8253698.0,7135364.0,0.0
11/05/2022,13.69,1081.0,37.0,12.0,8126205.0,8253893.0,7137129.0,0.0
12/05/2022,13.67,1023.0,35.0,24.0,8126252.0,8254064.0,7139040.0,0.0
13/05/2022,14.07,989.0,36.0,20.0,8126314.0,8254178.0,7140791.0,0.0
14/05/2022,12.74,969.0,39.0,21.0,8126335.0,8254378.0,7142750.0,0.0
15/05/2022,12.27,928.0,38.0,23.0,8126457.0,8254606.0,7145291.0,0.0
16/05/2022,11.33,916.0,40.0,19.0,8126482.0,8254645.0,7145682.0,0.0
17/05/2022,12.51,949.0,37.0,26.0,8126524.0,8254714.0,7147491.0,0.0
18/05/2022,10.4,949.0,35.0,11.0,8126628.0,8254871.0,7149125.0,0.0
19/05/2022,10.96,900.0,37.0,27.0,8126701.0,8255020.0,7150893.0,0.0
20/05/2022,10.56,865.0,35.0,15.0,8126755.0,8255141.0,7152493.0,0.0
21/05/2022,9.91,830.0,32.0,24.0,8126721.0,8255120.0,7152508.0,0.0
22/05/2022,8.98,804.0,34.0,4.0,8126721.0,8255120.0,7152508.0,0.0
23/05/2022,8.51,778.0,34.0,4.0,8126721.0,8255120.0,7152508.0,0.0
24/05/2022,9.71,785.0,36.0,6.0,8126946.0,8255688.0,7158643.0,0.0
25/05/2022,8.65,813.0,34.0,31.0,8127000.0,8255809.0,7160335.0,0.0
26/05/2022,8.63,752.0,32.0,27.0,8127023.0,8256042.0,7162144.0,0.0
27/05/2022,8.09,733.0,33.0,21.0,8127084.0,8256163.0,7163882.0,0.0
28/05/2022,8.05,703.0,33.0,14.0,8127100.0,8256322.0,7165950.0,0.0
29/05/2022,8.19,643.0,35.0,9.0,8127158.0,8256485.0,7168154.0,0.0
30/05/2022,7.27,650.0,35.0,17.0,8127161.0,8256525.0,7168542.0,0.0
31/05/2022,8.8,648.0,35.0,6.0,8127218.0,8256655.0,7170321.0,0.0
01/06/2022,7.93,607.0,32.0,5.0,8127265.0,8256762.0,7171899.0,0.0
02/06/2022,8.64,567.0,34.0,17.0,8127323.0,8256881.0,7173782.0,0.0
03/06/2022,7.56,552.0,34.0,6.0,8127312.0,8256857.0,7173844.0,0.0
04/06/2022,11.23,532.0,35.0,11.0,8127353.0,8257028.0,7175565.0,0.0
05/06/2022,9.87,510.0,34.0,2.0,8127405.0,8257165.0,7177216.0,0.0
06/06/2022,8.95,516.0,31.0,13.0,8127394.0,8257152.0,7177255.0,0.0
07/06/2022,11.98,523.0,30.0,8.0,8127447.0,8257259.0,7178815.0,0.0
08/06/2022,11.18,513.0,27.0,5.0,8127505.0,8257369.0,7180445.0,0.0
09/06/2022,12.34,494.0,20.0,22.0,8127560.0,8257487.0,7182119.0,0.0
10/06/2022,12.61,478.0,20.0,11.0,8127589.0,8257613.0,7183729.0,0.0
11/06/2022,11.66,457.0,21.0,11.0,8127633.0,8257726.0,7185539.0,0.0
12/06/2022,11.63,448.0,20.0,12.0,8127700.0,8257862.0,7187643.0,0.0
13/06/2022,12.13,466.0,21.0,6.0,8127695.0,8257848.0,7187746.0,0.0
14/06/2022,16.42,494.0,20.0,15.0,8127729.0,8257969.0,7189306.0,0.0
15/06/2022,15.53,512.0,19.0,0.0,8127763.0,8258058.0,7190969.0,0.0
16/06/2022,18.24,523.0,18.0,7.0,8127785.0,8258186.0,7192624.0,0.0
17/06/2022,17.9,543.0,17.0,6.0,8127846.0,8258282.0,7194102.0,0.0
18/06/2022,17.69,567.0,17.0,7.0,8127888.0,8258361.0,7195711.0,0.0
19/06/2022,18.32,572.0,16.0,4.0,8127937.0,8258503.0,7197655.0,0.0
20/06/2022,18.19,605.0,16.0,12.0,8127931.0,8258508.0,7197721.0,0.0
21/06/2022,22.2,654.0,16.0,9.0,8127969.0,8258611.0,7199130.0,0.0
22/06/2022,22.65,693.0,18.0,2.0,8128014.0,8258682.0,7200708.0,0.0
23/06/2022,22.33,707.0,18.0,15.0,8128040.0,8258710.0,7201475.0,0.0
24/06/2022,22.99,719.0,17.0,8.0,8128111.0,8258890.0,7203800.0,0.0
25/06/2022,21.07,730.0,15.0,12.0,8128170.0,8258966.0,7205549.0,0.0
26/06/2022,22.6,756.0,15.0,14.0,8128252.0,8259094.0,7207724.0,0.0
27/06/2022,22.88,794.0,14.0,11.0,8128250.0,8259090.0,7207822.0,0.0
28/06/2022,11.23,854.0,17.0,9.0,8128312.0,8259210.0,7209627.0,0.0
29/06/2022,29.76,875.0,21.0,9.0,8128374.0,8259295.0,7211334.0,0.0
30/06/2022,25.92,933.0,24.0,13.0,8128442.0,8259387.0,7213180.0,0.0
01/07/2022,25.14,999.0,24.0,15.0,8128495.0,8259468.0,7214904.0,0.0
02/07/2022,23.35,1031.0,24.0,8.0,8128541.0,8259537.0,7216672.0,0.0
03/07/2022,23.61,1026.0,24.0,23.0,8128611.0,8259636.0,7218526.0,0.0
04/07/2022,22.83,1052.0,25.0,4.0,8128592.0,8259622.0,7218573.0,0.0
05/07/2022,26.23,1129.0,26.0,7.0,8128651.0,8259719.0,7220202.0,0.0
06/07/2022,25.93,1200.0,29.0,12.0,8128709.0,8259796.0,7221813.0,0.0
07/07/2022,25.76,1241.0,26.0,17.0,8128748.0,8259871.0,7223564.0,0.0
08/07/2022,24.53,1244.0,25.0,8.0,8128777.0,8259931.0,7225114.0,0.0
09/07/2022,23.21,1290.0,27.0,29.0,8128820.0,8260026.0,7227112.0,0.0
10/07/2022,22.9,1307.0,28.0,5.0,8128912.0,8260130.0,7229197.0,0.0
11/07/2022,23.61,1335.0,29.0,31.0,8128908.0,8260136.0,7229247.0,0.0
12/07/2022,25.54,1419.0,36.0,15.0,8128997.0,8260224.0,7230926.0,0.0
13/07/2022,25.71,1446.0,40.0,14.0,8129070.0,8260295.0,7232844.0,0.0
14/07/2022,25.36,1497.0,42.0,29.0,8129129.0,8260368.0,7234976.0,0.0
15/07/2022,24.37,1526.0,44.0,27.0,8129191.0,8260459.0,7236505.0,0.0
16/07/2022,21.83,1548.0,42.0,30.0,8129276.0,8260546.0,7238651.0,0.0
17/07/2022,21.5,1566.0,40.0,27.0,8129372.0,8260651.0,7240975.0,0.0
18/07/2022,21.86,1578.0,40.0,12.0,8129363.0,8260640.0,7241016.0,0.0
19/07/2022,22.57,1581.0,38.0,28.0,8129427.0,8260763.0,7242714.0,0.0
20/07/2022,23.01,1612.0,39.0,15.0,8129487.0,8260837.0,7244510.0,0.0
21/07/2022,21.23,1581.0,41.0,42.0,8129476.0,8260903.0,7246483.0,0.0
22/07/2022,19.24,1565.0,41.0,31.0,8129555.0,8261006.0,7248574.0,0.0
23/07/2022,18.03,1538.0,48.0,34.0,8129560.0,8261062.0,7250772.0,0.0
24/07/2022,17.54,1543.0,48.0,28.0,8129621.0,8261143.0,7252996.0,0.0
25/07/2022,17.85,1574.0,48.0,13.0,8129596.0,8261128.0,7253051.0,0.0
26/07/2022,20.14,1632.0,55.0,70.0,8129659.0,8261233.0,7254765.0,0.0
27/07/2022,18.35,1608.0,58.0,23.0,8129722.0,8261305.0,7256629.0,0.0
28/07/2022,18.26,1578.0,49.0,37.0,8129738.0,8261316.0,7257386.0,0.0
29/07/2022,17.3,1555.0,52.0,46.0,8129888.0,8261480.0,7260128.0,0.0
30/07/2022,15.61,1501.0,53.0,26.0,8129880.0,8261525.0,7261903.0,0.0
31/07/2022,15.93,1467.0,51.0,24.0,8129945.0,8261606.0,7263723.0,0.0
01/08/2022,14.8,1452.0,53.0,25.0,8129934.0,8261622.0,7263811.0,0.0
02/08/2022,17.3,1425.0,50.0,29.0,8129998.0,8261689.0,7265324.0,0.0
03/08/2022,15.59,1395.0,47.0,20.0,8130093.0,8261800.0,7266799.0,0.0
04/08/2022,15.46,1330.0,36.0,31.0,8130043.0,8261865.0,7267907.0,0.0
05/08/2022,15.0,1246.0,36.0,44.0,8130084.0,8261960.0,7268959.0,0.0
06/08/2022,13.45,1182.0,34.0,39.0,8130097.0,8262004.0,7270098.0,0.0
07/08/2022,13.51,1149.0,36.0,32.0,8130150.0,8262060.0,7271190.0,0.0
08/08/2022,13.27,1160.0,35.0,27.0,8130131.0,8262073.0,7271269.0,0.0
09/08/2022,14.81,1174.0,37.0,20.0,8130202.0,8262187.0,7272257.0,0.0
10/08/2022,14.04,1123.0,42.0,13.0,8130262.0,8262274.0,7273160.0,0.0
11/08/2022,13.36,1096.0,41.0,36.0,8130301.0,8262353.0,7274017.0,0.0
12/08/2022,12.86,1038.0,28.0,44.0,8130375.0,8262420.0,7274679.0,0.0
13/08/2022,11.27,1010.0,31.0,25.0,8130384.0,8262450.0,7275231.0,0.0
14/08/2022,12.19,946.0,32.0,20.0,8130386.0,8262481.0,7275526.0,0.0
15/08/2022,11.49,936.0,31.0,10.0,8130352.0,8262480.0,7275571.0,0.0
16/08/2022,10.02,947.0,30.0,13.0,8130339.0,8262480.0,7275580.0,0.0
17/08/2022,14.49,918.0,27.0,11.0,8130379.0,8262513.0,7276059.0,0.0
18/08/2022,13.91,904.0,20.0,16.0,8130490.0,8262634.0,7276696.0,0.0
19/08/2022,14.01,866.0,21.0,22.0,8130546.0,8262690.0,7277331.0,0.0
20/08/2022,12.92,820.0,21.0,24.0,8130608.0,8262748.0,7277910.0,0.0
21/08/2022,13.67,803.0,21.0,23.0,8130648.0,8262776.0,7278279.0,0.0
22/08/2022,13.19,810.0,20.0,16.0,8130657.0,8262789.0,7278293.0,0.0
23/08/2022,17.59,800.0,20.0,24.0,8130599.0,8262884.0,7278898.0,0.0
24/08/2022,13.67,775.0,22.0,11.0,8130665.0,8262944.0,7279611.0,0.0
25/08/2022,14.81,780.0,23.0,20.0,8130742.0,8263012.0,7280166.0,0.0
26/08/2022,14.81,780.0,23.0,20.0,8130742.0,8263012.0,7280166.0,0.0
27/08/2022,14.81,780.0,23.0,20.0,8130742.0,8263012.0,7280166.0,0.0
28/08/2022,14.06,694.0,21.0,15.0,8130999.0,8263237.0,7281979.0,462697.0
29/08/2022,13.45,688.0,21.0,14.0,8131000.0,8263237.0,7281996.0,462781.0
